computed: ['13.45', '86.55', '0.00']
ins: ['0.00', '0.00', '100.00']
emission: ['67.91', '32.09', '0.01']
memory: ['1.44', '49.63', '48.92']
sacred: ['92.90', '0.78', '6.31']
thanksgiving: ['9.99', '82.54', '7.46']
scored: ['0.05', '0.00', '99.95']
speak: ['79.62', '18.44', '1.94']
dare: ['0.00', '99.46', '0.54']
newspapers: ['2.67', '87.73', '9.60']
periods: ['0.02', '17.12', '82.86']
affects: ['58.69', '29.32', '11.99']
accountability: ['19.08', '75.21', '5.71']
sub: ['100.00', '0.00', '0.00']
formed: ['94.45', '5.18', '0.37']
panties: ['3.47', '8.27', '88.26']
badge: ['0.22', '90.18', '9.60']
valued: ['5.54', '93.78', '0.68']
legacy: ['21.57', '0.57', '77.86']
tunnel: ['3.66', '62.21', '34.14']
charm: ['83.12', '1.53', '15.36']
encountered: ['99.56', '0.30', '0.13']
year: ['0.15', '0.00', '99.85']
warrant: ['56.47', '43.53', '0.00']
master: ['84.02', '15.04', '0.94']
oxide: ['81.68', '17.49', '0.83']
counseling: ['18.15', '71.91', '9.94']
posters: ['88.92', '10.85', '0.23']
massage: ['5.01', '94.78', '0.21']
sip: ['0.45', '0.15', '99.40']
knee: ['0.00', '60.52', '39.48']
assured: ['99.98', '0.00', '0.02']
violations: ['0.00', '83.58', '16.42']
acrobat: ['10.43', '84.37', '5.20']
encoding: ['14.75', '68.48', '16.77']
cashiers: ['99.68', '0.00', '0.32']
brick: ['0.03', '0.94', '99.03']
vacancies: ['6.65', '66.08', '27.27']
utilities: ['55.83', '42.88', '1.28']
neo: ['100.00', '0.00', '0.00']
redhead: ['0.08', '98.68', '1.24']
athens: ['47.10', '30.07', '22.84']
publisher: ['98.89', '0.22', '0.89']
pressed: ['10.29', '26.48', '63.22']
warned: ['76.97', '5.53', '17.49']
visiting: ['0.39', '91.66', '7.95']
divided: ['100.00', '0.00', '0.00']
audio: ['91.48', '7.26', '1.26']
bet: ['42.91', '52.09', '4.99']
looking: ['31.75', '66.10', '2.15']
coach: ['39.91', '40.79', '19.31']
drove: ['0.79', '98.99', '0.21']
deer: ['25.38', '49.97', '24.65']
path: ['1.12', '30.36', '68.52']
recognize: ['22.79', '42.63', '34.58']
resist: ['25.42', '0.05', '74.53']
operate: ['1.54', '93.67', '4.79']
mothers: ['2.01', '12.55', '85.44']
imposed: ['0.11', '99.88', '0.02']
affiliation: ['0.24', '92.60', '7.17']
coding: ['85.96', '12.05', '1.98']
brand: ['100.00', '0.00', '0.00']
lenses: ['0.52', '0.39', '99.09']
witnesses: ['0.91', '2.83', '96.26']
reveals: ['48.02', '5.23', '46.75']
ceramic: ['99.81', '0.05', '0.14']
video: ['12.02', '87.43', '0.54']
playlist: ['2.49', '43.18', '54.33']
holders: ['2.17', '0.05', '97.78']
running: ['9.51', '89.59', '0.90']
inches: ['0.00', '0.01', '99.99']
hired: ['87.17', '0.12', '12.72']
humanities: ['14.58', '1.68', '83.74']
quotations: ['0.95', '93.68', '5.38']
planet: ['2.88', '97.02', '0.10']
archive: ['99.99', '0.00', '0.00']
record: ['96.82', '2.91', '0.27']
aboriginal: ['34.37', '5.34', '60.30']
researcher: ['26.49', '42.54', '30.97']
opera: ['0.10', '0.01', '99.89']
tone: ['0.99', '0.00', '99.01']
breathing: ['10.40', '15.90', '73.70']
watches: ['20.20', '0.05', '79.75']
char: ['2.71', '67.74', '29.55']
closes: ['1.70', '20.01', '78.30']
cyber: ['66.69', '0.03', '33.28']
rw: ['0.00', '100.00', '0.00']
sin: ['0.01', '99.99', '0.00']
cell: ['63.46', '0.00', '36.53']
aware: ['28.26', '69.67', '2.06']
funding: ['0.27', '0.87', '98.86']
rural: ['0.03', '0.50', '99.47']
maui: ['88.24', '0.75', '11.01']
diamond: ['0.16', '0.04', '99.80']
desired: ['0.17', '99.59', '0.24']
parent: ['0.96', '92.22', '6.83']
routines: ['8.01', '88.35', '3.64']
initiatives: ['34.45', '4.82', '60.74']
plays: ['0.00', '0.00', '100.00']
expense: ['28.96', '71.04', '0.00']
rehabilitation: ['0.02', '98.23', '1.76']
excerpt: ['25.34', '74.66', '0.00']
ecological: ['5.11', '94.65', '0.24']
album: ['99.97', '0.03', '0.00']
mpegs: ['19.07', '33.67', '47.25']
principal: ['99.82', '0.14', '0.04']
agreed: ['66.68', '29.42', '3.91']
scheme: ['61.85', '3.10', '35.05']
solved: ['100.00', '0.00', '0.00']
souls: ['94.06', '5.88', '0.05']
think: ['0.09', '99.88', '0.03']
manufactured: ['99.97', '0.03', '0.00']
accepts: ['0.36', '44.00', '55.64']
comparison: ['38.33', '61.60', '0.07']
boots: ['1.77', '0.74', '97.49']
program: ['82.97', '8.21', '8.82']
mineral: ['13.70', '86.24', '0.06']
slots: ['96.88', '0.01', '3.11']
samples: ['4.39', '57.07', '38.53']
workout: ['8.82', '90.73', '0.46']
academics: ['59.52', '31.59', '8.89']
dollars: ['25.65', '0.20', '74.16']
humanity: ['1.55', '97.64', '0.81']
chat: ['5.32', '94.68', '0.01']
stood: ['0.00', '98.28', '1.72']
traveller: ['43.62', '0.33', '56.05']
civil: ['80.28', '17.69', '2.03']
projects: ['6.27', '0.13', '93.60']
ok: ['2.44', '97.56', '0.00']
shower: ['35.74', '56.88', '7.39']
dental: ['59.79', '40.09', '0.12']
pest: ['65.08', '34.32', '0.60']
explanation: ['15.34', '80.88', '3.78']
millions: ['22.97', '8.74', '68.29']
hat: ['0.00', '0.00', '100.00']
aircraft: ['0.20', '98.12', '1.68']
filling: ['6.53', '92.07', '1.41']
meaningful: ['57.14', '27.39', '15.47']
qualifications: ['0.05', '91.11', '8.84']
attend: ['0.05', '97.65', '2.30']
interviews: ['0.31', '97.75', '1.95']
employees: ['97.53', '0.26', '2.21']
cubic: ['0.34', '99.25', '0.41']
capture: ['99.50', '0.19', '0.32']
prediction: ['0.72', '99.16', '0.12']
departure: ['45.94', '42.42', '11.64']
acquired: ['99.97', '0.02', '0.01']
offline: ['34.84', '0.89', '64.27']
pitch: ['0.00', '56.38', '43.62']
pub: ['0.00', '0.03', '99.97']
gravity: ['0.00', '99.96', '0.04']
flush: ['37.33', '4.77', '57.90']
photographers: ['89.36', '2.11', '8.53']
cameras: ['37.30', '20.34', '42.36']
achieving: ['91.73', '3.99', '4.28']
defensive: ['99.86', '0.14', '0.00']
functional: ['4.15', '94.81', '1.04']
architect: ['86.31', '0.24', '13.45']
advertisements: ['1.53', '97.92', '0.54']
ballet: ['2.08', '0.00', '97.91']
maldives: ['62.69', '36.70', '0.61']
names: ['95.56', '3.88', '0.56']
merit: ['0.08', '99.92', '0.00']
settlement: ['5.91', '0.81', '93.28']
upskirts: ['19.07', '33.67', '47.25']
duty: ['76.97', '4.09', '18.94']
bold: ['100.00', '0.00', '0.00']
mysterious: ['97.45', '2.31', '0.25']
features: ['20.30', '0.56', '79.14']
mediterranean: ['95.95', '0.00', '4.05']
rebates: ['61.17', '2.37', '36.46']
territories: ['18.60', '3.23', '78.17']
virtue: ['72.36', '17.42', '10.22']
copyrights: ['71.36', '27.68', '0.96']
resume: ['96.90', '0.54', '2.56']
ease: ['15.34', '81.71', '2.94']
successful: ['94.44', '0.47', '5.09']
proprietary: ['82.31', '17.02', '0.67']
forbidden: ['83.98', '4.32', '11.71']
prerequisite: ['0.01', '99.97', '0.03']
commissioner: ['94.74', '3.56', '1.70']
room: ['0.00', '0.01', '99.99']
woman: ['0.00', '0.44', '99.56']
trials: ['0.01', '80.25', '19.74']
omega: ['46.51', '12.61', '40.89']
recover: ['99.99', '0.00', '0.01']
trauma: ['0.21', '1.54', '98.25']
limitation: ['0.05', '99.95', '0.00']
organized: ['100.00', '0.00', '0.00']
pop: ['16.31', '28.48', '55.22']
facing: ['76.74', '9.61', '13.65']
reason: ['73.52', '24.52', '1.96']
negotiations: ['0.01', '0.32', '99.67']
went: ['0.00', '100.00', '0.00']
connectivity: ['93.95', '1.04', '5.01']
wit: ['0.49', '99.51', '0.00']
circus: ['10.43', '84.37', '5.20']
shakira: ['84.50', '1.30', '14.20']
leeds: ['69.93', '5.27', '24.80']
bodies: ['86.17', '2.68', '11.16']
eds: ['68.80', '0.00', '31.20']
stomach: ['0.69', '0.00', '99.31']
promised: ['27.03', '26.73', '46.24']
describes: ['69.53', '0.01', '30.46']
shelter: ['5.12', '16.39', '78.48']
collected: ['100.00', '0.00', '0.00']
productive: ['99.74', '0.20', '0.06']
logos: ['97.51', '0.04', '2.46']
accordance: ['90.95', '9.00', '0.06']
log: ['0.01', '1.21', '98.78']
align: ['54.86', '45.13', '0.00']
predictions: ['0.61', '99.16', '0.23']
analyst: ['1.40', '97.97', '0.63']
bless: ['96.35', '0.99', '2.66']
answered: ['100.00', '0.00', '0.00']
hay: ['0.00', '93.62', '6.38']
bedding: ['90.83', '2.94', '6.23']
pantyhose: ['1.07', '0.77', '98.17']
spokesman: ['1.50', '5.63', '92.87']
revolutionary: ['87.12', '10.00', '2.87']
turn: ['100.00', '0.00', '0.00']
availability: ['0.64', '98.13', '1.24']
landscapes: ['0.05', '3.46', '96.49']
own: ['100.00', '0.00', '0.00']
follow: ['98.97', '0.27', '0.76']
brain: ['99.62', '0.23', '0.15']
supplements: ['5.58', '94.32', '0.10']
clinic: ['0.33', '2.92', '96.75']
estate: ['0.02', '88.21', '11.77']
suspected: ['59.97', '22.52', '17.51']
behavioral: ['0.01', '99.99', '0.00']
pill: ['0.00', '0.02', '99.98']
geometry: ['8.28', '79.05', '12.67']
objectives: ['5.92', '91.61', '2.47']
shareholders: ['95.43', '0.15', '4.43']
rely: ['94.55', '5.44', '0.01']
soul: ['12.51', '87.49', '0.00']
develop: ['42.45', '56.44', '1.11']
privacy: ['20.16', '79.21', '0.63']
languages: ['0.93', '4.65', '94.42']
grande: ['62.54', '0.01', '37.45']
humor: ['0.00', '100.00', '0.00']
crops: ['0.81', '11.61', '87.58']
developer: ['25.71', '3.51', '70.78']
lesser: ['55.28', '44.72', '0.00']
alliance: ['85.79', '5.67', '8.54']
lease: ['99.96', '0.04', '0.00']
infrastructure: ['45.05', '26.03', '28.92']
translated: ['100.00', '0.00', '0.00']
cells: ['99.85', '0.00', '0.15']
dumb: ['6.96', '92.84', '0.21']
fields: ['0.00', '1.86', '98.14']
sonic: ['97.42', '1.80', '0.78']
watched: ['28.35', '2.19', '69.47']
silver: ['98.01', '0.01', '1.98']
toxic: ['99.26', '0.74', '0.01']
folks: ['98.98', '0.77', '0.25']
mountains: ['0.01', '0.03', '99.96']
implementation: ['0.02', '95.82', '4.16']
market: ['99.49', '0.07', '0.44']
emacs: ['44.56', '8.50', '46.94']
inputs: ['0.18', '12.22', '87.60']
ability: ['0.29', '44.43', '55.28']
treaty: ['50.61', '16.58', '32.81']
configured: ['36.42', '11.61', '51.96']
somerset: ['0.05', '9.13', '90.82']
listed: ['99.81', '0.06', '0.14']
keep: ['90.94', '0.00', '9.06']
healing: ['76.32', '18.54', '5.15']
spine: ['82.78', '1.20', '16.03']
ink: ['2.51', '84.81', '12.68']
go: ['0.00', '100.00', '0.00']
notifications: ['0.21', '41.12', '58.67']
compiled: ['99.96', '0.04', '0.00']
awesome: ['96.91', '3.08', '0.00']
increase: ['73.65', '26.31', '0.03']
convert: ['99.22', '0.77', '0.01']
cookies: ['0.46', '96.23', '3.31']
transmission: ['28.36', '70.10', '1.54']
expand: ['99.95', '0.01', '0.05']
respective: ['16.44', '83.55', '0.01']
bibliographic: ['99.86', '0.12', '0.03']
joined: ['11.91', '2.27', '85.82']
friend: ['0.13', '99.61', '0.26']
comes: ['42.15', '0.01', '57.84']
pal: ['0.38', '99.42', '0.20']
incorporate: ['99.92', '0.08', '0.00']
aluminum: ['99.73', '0.11', '0.16']
numbers: ['33.86', '0.06', '66.08']
criticism: ['0.14', '37.25', '62.61']
operation: ['0.01', '23.15', '76.84']
flat: ['81.49', '14.45', '4.06']
stylus: ['9.99', '75.02', '14.99']
form: ['0.95', '14.23', '84.82']
php: ['11.21', '0.10', '88.69']
implies: ['99.44', '0.34', '0.22']
ratio: ['0.01', '99.99', '0.00']
organisations: ['0.57', '4.06', '95.36']
fits: ['2.99', '0.24', '96.77']
upc: ['0.33', '0.00', '99.67']
volleyball: ['0.02', '60.09', '39.89']
imports: ['14.97', '76.76', '8.27']
advance: ['2.57', '97.36', '0.07']
chess: ['0.01', '17.36', '82.63']
estates: ['16.39', '19.08', '64.53']
contracts: ['94.70', '0.00', '5.30']
mit: ['0.03', '10.43', '89.54']
bracelet: ['4.52', '0.14', '95.35']
largest: ['99.97', '0.00', '0.03']
saved: ['98.15', '1.85', '0.00']
cursor: ['34.15', '0.76', '65.09']
health: ['0.00', '100.00', '0.00']
nervous: ['11.58', '70.62', '17.79']
keys: ['0.02', '0.00', '99.98']
trend: ['98.40', '1.24', '0.37']
deviant: ['0.00', '100.00', '0.00']
inspector: ['97.76', '1.66', '0.58']
collaboration: ['61.68', '1.22', '37.10']
timeline: ['0.56', '94.19', '5.25']
potatoes: ['0.45', '98.32', '1.23']
tries: ['0.00', '0.00', '100.00']
suggests: ['99.97', '0.01', '0.02']
flashing: ['81.88', '14.42', '3.70']
chronicles: ['91.92', '0.43', '7.65']
reproduced: ['99.70', '0.22', '0.08']
venue: ['0.02', '5.26', '94.71']
specialist: ['98.89', '0.86', '0.26']
contracting: ['95.21', '0.20', '4.59']
surgery: ['0.07', '5.96', '93.96']
yukon: ['0.00', '82.85', '17.15']
anthropology: ['0.08', '96.53', '3.39']
naked: ['3.30', '96.31', '0.39']
plane: ['0.00', '99.95', '0.05']
adaptive: ['85.96', '12.69', '1.35']
wear: ['0.00', '0.81', '99.19']
skills: ['0.00', '99.54', '0.46']
competent: ['72.87', '26.83', '0.30']
guru: ['3.03', '96.96', '0.01']
livestock: ['48.59', '44.18', '7.24']
register: ['85.27', '12.24', '2.50']
trends: ['13.18', '74.18', '12.64']
cardiovascular: ['93.04', '6.66', '0.30']
trio: ['99.99', '0.00', '0.00']
algorithms: ['0.06', '99.52', '0.41']
take: ['6.25', '83.95', '9.80']
customise: ['99.49', '0.03', '0.48']
inner: ['62.90', '0.10', '37.00']
delayed: ['75.12', '14.09', '10.80']
msgid: ['0.12', '0.00', '99.88']
smoke: ['0.01', '96.28', '3.71']
victory: ['0.82', '5.82', '93.37']
antibody: ['1.40', '97.29', '1.31']
electoral: ['0.21', '0.96', '98.83']
vector: ['0.54', '16.81', '82.65']
earned: ['98.93', '0.03', '1.04']
hometown: ['0.80', '37.88', '61.33']
shoe: ['17.63', '17.12', '65.25']
standards: ['0.09', '99.60', '0.31']
client: ['4.54', '1.03', '94.43']
college: ['10.80', '84.91', '4.29']
maintaining: ['65.37', '21.63', '12.99']
mechanisms: ['0.92', '97.76', '1.32']
correlation: ['0.60', '99.34', '0.06']
section: ['83.25', '11.18', '5.57']
world: ['19.99', '0.06', '79.95']
breast: ['0.04', '0.84', '99.12']
accompanying: ['99.75', '0.13', '0.11']
values: ['0.00', '99.68', '0.32']
deposits: ['21.39', '0.02', '78.59']
lanes: ['15.44', '0.01', '84.55']
teach: ['1.14', '98.83', '0.03']
keeping: ['64.66', '0.01', '35.33']
normal: ['3.88', '95.98', '0.14']
narrative: ['55.20', '6.21', '38.59']
hell: ['0.21', '22.42', '77.36']
extended: ['93.86', '3.14', '3.00']
quick: ['92.16', '7.69', '0.15']
readings: ['87.12', '9.96', '2.92']
supposed: ['0.32', '99.62', '0.06']
show: ['20.86', '79.14', '0.00']
gmc: ['10.97', '89.02', '0.01']
central: ['84.91', '0.07', '15.03']
olympics: ['0.00', '6.36', '93.64']
bookmarks: ['99.96', '0.04', '0.00']
insert: ['46.75', '0.28', '52.97']
casting: ['96.98', '2.60', '0.42']
shemales: ['18.88', '15.45', '65.67']
sluts: ['69.74', '13.62', '16.64']
travel: ['67.51', '21.82', '10.67']
row: ['0.11', '98.51', '1.37']
audit: ['0.79', '99.19', '0.02']
define: ['98.00', '1.96', '0.04']
tongue: ['32.57', '48.43', '19.00']
seventh: ['94.04', '0.00', '5.96']
newspaper: ['0.71', '98.65', '0.64']
lives: ['0.07', '1.86', '98.07']
holocaust: ['1.65', '14.04', '84.31']
moment: ['0.00', '8.12', '91.88']
sleeps: ['0.00', '1.33', '98.67']
privileges: ['5.15', '1.29', '93.55']
eat: ['69.49', '9.42', '21.09']
modification: ['0.03', '99.61', '0.36']
accounting: ['43.32', '56.51', '0.17']
conviction: ['1.27', '98.51', '0.22']
heads: ['99.98', '0.00', '0.01']
perth: ['0.00', '96.88', '3.12']
proud: ['99.99', '0.01', '0.00']
drain: ['99.84', '0.04', '0.12']
vitamin: ['99.07', '0.27', '0.66']
temp: ['0.01', '73.05', '26.94']
fucked: ['5.97', '49.24', '44.79']
prescription: ['1.53', '88.46', '10.01']
concerning: ['97.06', '2.93', '0.01']
geek: ['98.07', '1.42', '0.51']
top: ['100.00', '0.00', '0.00']
designated: ['69.52', '3.47', '27.00']
functioning: ['2.30', '86.11', '11.60']
cosmetic: ['94.30', '5.65', '0.04']
prisoner: ['1.10', '60.77', '38.13']
adaptation: ['0.16', '1.28', '98.56']
nation: ['0.00', '0.08', '99.92']
marathon: ['88.10', '6.66', '5.25']
influences: ['47.25', '26.82', '25.93']
thriller: ['32.34', '3.02', '64.64']
kids: ['2.64', '0.03', '97.33']
authors: ['99.99', '0.01', '0.00']
mercy: ['0.74', '96.97', '2.28']
zones: ['1.25', '0.03', '98.72']
earn: ['99.97', '0.03', '0.00']
utilization: ['4.07', '84.33', '11.60']
vocational: ['1.89', '89.37', '8.74']
cultural: ['0.00', '34.90', '65.09']
electricity: ['93.25', '6.57', '0.18']
quiet: ['99.41', '0.35', '0.24']
handy: ['90.52', '3.70', '5.78']
lap: ['0.04', '20.19', '79.77']
faces: ['0.08', '19.35', '80.57']
finds: ['98.65', '1.08', '0.27']
entitled: ['100.00', '0.00', '0.00']
canadian: ['0.29', '93.23', '6.47']
statements: ['0.10', '99.88', '0.02']
adds: ['92.46', '0.01', '7.53']
absent: ['90.78', '9.22', '0.00']
ser: ['99.49', '0.51', '0.00']
collectible: ['100.00', '0.00', '0.00']
stored: ['99.63', '0.01', '0.36']
campus: ['65.85', '2.77', '31.39']
condition: ['0.00', '99.89', '0.11']
specializing: ['87.81', '10.21', '1.98']
females: ['18.88', '15.45', '65.67']
jackets: ['14.48', '0.00', '85.51']
guidelines: ['0.66', '99.13', '0.21']
score: ['0.32', '2.67', '97.01']
missing: ['44.53', '55.45', '0.02']
plates: ['71.82', '0.06', '28.12']
staying: ['0.09', '79.71', '20.20']
granny: ['0.82', '34.52', '64.65']
lots: ['9.15', '90.85', '0.00']
adventure: ['96.49', '0.58', '2.93']
chips: ['0.96', '55.14', '43.91']
babies: ['0.55', '2.07', '97.37']
tops: ['99.25', '0.02', '0.72']
intended: ['0.56', '99.38', '0.06']
jury: ['0.00', '100.00', '0.00']
codes: ['0.00', '0.00', '100.00']
floral: ['70.09', '14.39', '15.52']
login: ['0.11', '0.01', '99.89']
download: ['98.92', '0.08', '1.00']
life: ['0.02', '94.12', '5.86']
appliance: ['56.96', '43.03', '0.01']
garbage: ['87.83', '11.57', '0.60']
conclude: ['99.98', '0.02', '0.00']
municipal: ['78.05', '0.39', '21.56']
refused: ['0.22', '12.29', '87.48']
spending: ['3.04', '94.61', '2.34']
firms: ['99.86', '0.00', '0.14']
unemployment: ['0.03', '31.99', '67.98']
trailer: ['0.13', '99.06', '0.81']
systems: ['84.82', '15.01', '0.17']
case: ['74.23', '1.29', '24.48']
jumping: ['3.47', '91.47', '5.06']
threatening: ['36.51', '6.17', '57.32']
raises: ['99.75', '0.21', '0.03']
equations: ['0.00', '98.47', '1.53']
researchers: ['65.84', '32.19', '1.96']
moon: ['0.00', '79.19', '20.81']
mutual: ['3.89', '93.98', '2.13']
pentium: ['95.40', '0.27', '4.33']
betting: ['86.68', '13.29', '0.03']
actor: ['0.03', '8.12', '91.85']
warm: ['48.03', '17.38', '34.59']
break: ['0.01', '0.01', '99.98']
arrangement: ['94.76', '4.33', '0.91']
integral: ['77.63', '3.82', '18.56']
girl: ['0.00', '89.64', '10.36']
pet: ['0.00', '100.00', '0.00']
acres: ['0.03', '0.34', '99.63']
sponsorship: ['84.18', '7.39', '8.43']
mega: ['93.84', '0.12', '6.04']
americans: ['93.46', '0.09', '6.45']
hearings: ['0.04', '82.21', '17.75']
knowledge: ['0.01', '99.66', '0.33']
source: ['89.23', '0.00', '10.77']
chile: ['0.01', '99.99', '0.00']
golf: ['0.00', '0.03', '99.97']
angry: ['0.03', '49.91', '50.06']
terrible: ['89.37', '10.44', '0.19']
looks: ['10.34', '65.82', '23.85']
part: ['0.00', '0.00', '100.00']
promising: ['87.94', '11.61', '0.45']
gained: ['58.70', '10.75', '30.55']
share: ['95.66', '4.33', '0.00']
ultra: ['76.16', '0.00', '23.83']
type: ['92.72', '1.03', '6.25']
partners: ['32.81', '0.01', '67.18']
confused: ['39.90', '60.07', '0.03']
ment: ['16.32', '81.42', '2.25']
maps: ['0.66', '33.67', '65.66']
memorial: ['0.03', '99.85', '0.11']
ram: ['2.12', '33.56', '64.32']
treasurer: ['92.15', '6.49', '1.36']
liabilities: ['0.27', '99.73', '0.00']
metric: ['7.71', '91.71', '0.58']
bigger: ['98.13', '1.79', '0.08']
distance: ['3.74', '95.99', '0.28']
word: ['44.44', '1.18', '54.38']
corresponding: ['85.67', '13.16', '1.17']
grew: ['0.01', '14.14', '85.85']
guaranteed: ['99.64', '0.14', '0.22']
headers: ['1.23', '91.73', '7.04']
latest: ['100.00', '0.00', '0.00']
labour: ['1.48', '11.87', '86.65']
aquatic: ['36.83', '63.13', '0.04']
ex: ['0.00', '100.00', '0.00']
retreat: ['30.72', '2.70', '66.57']
artificial: ['0.60', '99.37', '0.03']
calculator: ['28.74', '71.26', '0.00']
marion: ['42.75', '5.25', '51.99']
journals: ['81.02', '18.44', '0.54']
virtual: ['45.53', '3.94', '50.53']
intensive: ['95.08', '4.53', '0.38']
restoration: ['4.73', '72.93', '22.34']
following: ['99.88', '0.04', '0.08']
advantages: ['30.31', '6.92', '62.77']
organizational: ['8.36', '89.91', '1.73']
schedules: ['5.31', '67.98', '26.71']
volt: ['99.97', '0.00', '0.02']
moderate: ['13.27', '86.73', '0.00']
conspiracy: ['54.54', '45.20', '0.27']
cookbook: ['99.57', '0.39', '0.04']
anti: ['65.57', '0.00', '34.43']
dts: ['98.86', '0.63', '0.50']
owner: ['85.47', '1.41', '13.13']
texture: ['0.06', '92.02', '7.91']
hans: ['1.45', '0.06', '98.49']
innovative: ['99.78', '0.09', '0.14']
erotica: ['99.97', '0.03', '0.01']
troops: ['59.07', '26.13', '14.80']
paths: ['0.49', '1.30', '98.21']
branches: ['5.55', '0.02', '94.43']
packs: ['0.44', '0.00', '99.56']
reprints: ['99.78', '0.01', '0.21']
upgrades: ['97.10', '0.86', '2.04']
challenge: ['5.65', '18.81', '75.54']
special: ['8.63', '91.36', '0.01']
produce: ['100.00', '0.00', '0.00']
popularity: ['65.57', '12.73', '21.70']
infrared: ['92.92', '6.50', '0.58']
kitchen: ['91.87', '0.00', '8.13']
olive: ['8.99', '90.72', '0.29']
trying: ['0.00', '99.16', '0.83']
addressing: ['88.19', '11.60', '0.21']
collectors: ['100.00', '0.00', '0.00']
unlimited: ['99.98', '0.02', '0.00']
decorative: ['98.60', '1.24', '0.16']
vegetarian: ['80.76', '12.39', '6.85']
patio: ['2.13', '88.07', '9.80']
throat: ['0.01', '0.01', '99.97']
assumed: ['83.75', '15.79', '0.45']
main: ['100.00', '0.00', '0.00']
area: ['0.05', '46.23', '53.72']
providing: ['73.80', '8.99', '17.21']
coordinator: ['86.63', '2.48', '10.88']
wish: ['0.00', '100.00', '0.00']
unix: ['0.00', '0.01', '99.99']
ethics: ['0.12', '86.18', '13.70']
